numero_fiche,intitule_certification,nombre_offres,codes_rome_distincts,methode_correspondance,niveau_confiance
RNCP42249,"Ingénieur diplômé de l’école polytechnique universitaire de l’institut national polytechnique Clermont Auvergne, spécialité génie biologique ",12,3,correspondance_officielle_france_competences,officiel
RNCP42275," Ingénieur diplômé de l’école polytechnique universitaire de l'université d'Angers, spécialité génie biologique et santé",10,2,correspondance_officielle_france_competences,officiel
RNCP42352,Management stratégique (fiche nationale),9,1,correspondance_officielle_france_competences,officiel
RNCP42378,"Ingénieur diplômé de l’école d'ingénieurs ENSIL- ENSCI de l'université de Limoges, spécialité électronique et télécommunications",12,3,correspondance_officielle_france_competences,officiel
RNCP42394,Ingénieur diplômé d'ECAM LaSalle,18,4,correspondance_officielle_france_competences,officiel
RNCP42406,Installations frigorifiques et de conditionnement d'air (Fiche nationale),10,2,correspondance_officielle_france_competences,officiel
RNCP42417,Ingénieur diplômé de l'école supérieure des agricultures ,9,1,correspondance_officielle_france_competences,officiel
RNCP42441,"Ingénieur diplômé du Conservatoire national des arts et métiers, spécialité Génie industriel",12,3,correspondance_officielle_france_competences,officiel
RNCP42472,Manager marketing et commercial dans les industries de santé (MS),11,2,correspondance_officielle_france_competences,officiel
RNCP42554,"Ingénieur diplômé de l’Ecole Polytechnique Universitaire de l’Institut polytechnique de Grenoble, spécialité Matériaux",12,3,correspondance_officielle_france_competences,officiel
RNCP42579,"Ingénieur diplômé du Conservatoire national des arts et métiers, spécialité Génie nucléaire ",9,1,correspondance_officielle_france_competences,officiel
RNCP42604,"Ingénieur diplômé de l'Ecole nationale supérieure des ingénieurs en arts chimiques et technologiques, spécialité génie chimique",13,4,correspondance_officielle_france_competences,officiel
RNCP42694,Ingénieur diplômé de l'Ecole nationale supérieure de mécanique et d'aérotechnique,12,3,correspondance_officielle_france_competences,officiel
RNCP42712,"Ingénieur diplômé de l'Institut supérieur de l'automobile et des transports de Nevers de l'université Bourgogne Europe, spécialité génie mécanique",10,2,correspondance_officielle_france_competences,officiel
RNCP42717,Ingénieur diplômé de l'Ecole nationale supérieure des mines de Saint-Etienne de l'Institut Mines-Télécom,11,2,correspondance_officielle_france_competences,officiel
RNCP42738, ingénieur diplômé de l’Ecole nationale supérieure de mécanique et des microtechniques,12,3,correspondance_officielle_france_competences,officiel
RNCP35350,"Qualité, Logistique Industrielle et Organisation : Management de la production",2,1,correspondance_officielle_france_competences,officiel
RNCP37812,"Ingénieur diplômé de l’école polytechnique de l'université de Lorraine, spécialité génie industriel et gestion des risques",3,2,correspondance_officielle_france_competences,officiel
RNCP38453,CQP Animateur d'équipe (CQPI),2,1,correspondance_officielle_france_competences,officiel
RNCP39218,Manager de l'amélioration continue (MS),3,2,correspondance_officielle_france_competences,officiel
RNCP39255,Manager de la chaîne logistique,2,1,correspondance_officielle_france_competences,officiel
RNCP39435,Diplôme de Direction des activités et des projets dans un contexte international,3,2,correspondance_officielle_france_competences,officiel
RNCP40524,"Ingénieur diplômé de l'institut national des sciences appliquées de Rennes, spécialité génie mécanique et automatique",3,2,correspondance_officielle_france_competences,officiel
RNCP40818,"Ingénieur diplômé de l'Institut national des sciences appliquées Hauts-de-France, spécialité Génie Industriel ",3,2,correspondance_officielle_france_competences,officiel
RNCP40967," Ingénieur diplômé de l’école polytechnique universitaire de l’institut national polytechnique Clermont Auvergne, spécialité génie industriel",3,2,correspondance_officielle_france_competences,officiel
RNCP41603,Métiers de la transition et de l'efficacité energétiques : Exploitation des installations énergétiques pour le bâtiment et l’industrie,2,1,correspondance_officielle_france_competences,officiel
RNCP41609,"Qualité, logistique industrielle et organisation : Organisation et supply chain",2,1,correspondance_officielle_france_competences,officiel
RNCP42492,Chargé de recyclage et écoconception en production plasturgie,3,2,correspondance_officielle_france_competences,officiel
RNCP35922,Entrepreneuriat et management de projets (fiche nationale),5,1,correspondance_officielle_france_competences,officiel
RNCP36118,"Ingénieur diplômé ECAM LaSalle, spécialité Systèmes Numériques et Génie Industriel",12,3,correspondance_officielle_france_competences,officiel
RNCP36462,Technicien systèmes réseaux et sécurité,12,3,correspondance_officielle_france_competences,officiel
RNCP38867,Infrastructures numériques (fiche nationale),6,2,correspondance_officielle_france_competences,officiel
RNCP40318,Technicien des médias interactifs et communicants (fiche nationale),8,4,correspondance_officielle_france_competences,officiel
RNCP41979,Technicien informatique systèmes et réseaux,12,3,correspondance_officielle_france_competences,officiel
RNCP42503,Spécialiste en cybersécurité,17,3,correspondance_officielle_france_competences,officiel
RNCP39022,"Psychologie clinique, psychopathologie et psychologie de la santé (fiche nationale)",4,2,correspondance_officielle_france_competences,officiel
RNCP38491,Manager des activités du tourisme et des voyages,10,2,correspondance_officielle_france_competences,officiel
RNCP38937,Manager des hébergements touristiques,8,1,correspondance_officielle_france_competences,officiel
RNCP35499,"Génie Industriel et Maintenance : Management, Méthodes et Maintenance Innovante",2,2,correspondance_officielle_france_competences,officiel
RNCP37391,"Cybersécurité, Informatique et réseaux, Électronique  - Option A : « Informatique et réseaux », Option B : « Électronique et réseaux »",1,1,correspondance_officielle_france_competences,officiel
RNCP39017,Economie (fiche nationale),4,2,correspondance_officielle_france_competences,officiel
RNCP41599,Gestion administrative et commerciale des organisations : Management responsable de projet et entrepreneuriat,1,1,correspondance_officielle_france_competences,officiel
RNCP42435,Communication multimédia et outils numériques ,1,1,correspondance_officielle_france_competences,officiel
RNCP35913, Finance (fiche nationale),10,2,correspondance_officielle_france_competences,officiel
RNCP36021,Expert en ingénierie financière et fiscale (MS),7,1,correspondance_officielle_france_competences,officiel
RNCP36845,Diplôme d’études supérieures d’analyste financier,10,2,correspondance_officielle_france_competences,officiel
RNCP39273,"Diplôme Supérieur en Analyse, Intelligence et Sécurité des Données",13,2,correspondance_officielle_france_competences,officiel
RNCP39436,Diplôme d'enseignement supérieur en management international,7,1,correspondance_officielle_france_competences,officiel
RNCP41227,Diplôme en finance internationale,10,2,correspondance_officielle_france_competences,officiel
RNCP41266,Ingénieur diplômé de l'École Nationale de la Statistique et de l'Administration Économique ,11,3,correspondance_officielle_france_competences,officiel
RNCP41385,Diplôme d’expertise comptable (DEC),7,1,correspondance_officielle_france_competences,officiel
RNCP41790,Conseiller d'entreprise agricole,7,1,correspondance_officielle_france_competences,officiel
RNCP42016,Diplôme spécialisé en finance,7,1,correspondance_officielle_france_competences,officiel
RNCP42264,Programme grande école,9,2,correspondance_officielle_france_competences,officiel
RNCP42674,Diplôme d’études supérieures en management global,9,2,correspondance_officielle_france_competences,officiel
RNCP36594,Technicien d’exploitation des équipements audiovisuels,2,1,correspondance_officielle_france_competences,officiel
RNCP40581,Monteur truquiste,2,1,correspondance_officielle_france_competences,officiel
RNCP40666,Chef de projet audiovisuel multi technique,2,1,correspondance_officielle_france_competences,officiel
RNCP40846,Directeur de la photographie,2,1,correspondance_officielle_france_competences,officiel
RNCP41242,Diplôme d’études supérieures de réalisation audiovisuelle (Desra),2,1,correspondance_officielle_france_competences,officiel
RNCP36012,Manager de l'assurance,1,1,correspondance_officielle_france_competences,officiel
RNCP42270,Domotique (fiche nationale),2,2,correspondance_officielle_france_competences,officiel
RNCP36190,Chargé de projets en développement des compétences,4,2,correspondance_officielle_france_competences,officiel
RNCP38137,Directeur des ressources humaines,1,1,correspondance_officielle_france_competences,officiel
RNCP38438,Chargé de développement des ressources humaines,1,1,correspondance_officielle_france_competences,officiel
RNCP38460,Manager en ressources humaines,1,1,correspondance_officielle_france_competences,officiel
RNCP38824,Manager en ressources humaines,1,1,correspondance_officielle_france_competences,officiel
RNCP38833,Manager des ressources humaines,1,1,correspondance_officielle_france_competences,officiel
RNCP39606,Consultant en recrutement ,1,1,correspondance_officielle_france_competences,officiel
RNCP39614,Coach professionnel,1,1,correspondance_officielle_france_competences,officiel
RNCP39864,Manager du développement des ressources humaines,1,1,correspondance_officielle_france_competences,officiel
RNCP40853,Chargé de missions en ressources humaines ,1,1,correspondance_officielle_france_competences,officiel
RNCP42477,Coach professionnel,1,1,correspondance_officielle_france_competences,officiel
RNCP37206,Assistant  d’architecte,1,1,correspondance_officielle_france_competences,officiel
RNCP38342,DEA - Diplôme d'Etat d'architecte ,1,1,correspondance_officielle_france_competences,officiel
RNCP41699,Designer architecte d'intérieur,1,1,correspondance_officielle_france_competences,officiel
RNCP42106,Outillages en outils à découper et à emboutir,1,1,correspondance_officielle_france_competences,officiel
